1  177.494
2  177.894
3  176.660
4  176.656
5  176.658
6  176.775
7  176.645
8  176.604
9  176.686
10  176.820
11  176.707
12  176.700
13  176.809
14  176.816
15  176.744
16  176.665
17  176.923
18  177.207
19  176.786
20  176.906
21  176.910
22  177.049
23  176.616
24  176.889
25  176.823
26  176.963
27  176.878
28  176.735
29  176.665
30  176.730
31  176.658
32  177.851
33  176.801
34  176.839
35  176.748
36  176.529
37  176.756
38  176.512
39  176.740
40  176.909
41  176.787
42  177.405
43  179.756
44  177.737
45  176.893
46  176.937
47  176.674
48  176.916
49  178.335
50  176.676
51  176.561
52  176.626
53  176.627
54  176.723
55  176.871
56  176.896
57  177.568
58  176.663
59  180.481
60  176.702
61  176.888
62  176.645
63  176.857
64  176.680
65  176.695
66  176.724
67  176.652
68  176.843
69  176.898
70  176.678
71  176.667
72  176.710
73  176.898
74  176.892
75  182.954
76  176.910
77  176.942
78  176.887
79  176.773
80  176.842
81  223.438
82  176.681
83  177.062
84  176.823
85  176.701
86  177.976
87  176.973
88  176.554
